age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,weekend_usage_difference,sleep_deficit,notification_intensity
32,2,9.89,1.73,3.46,5.15,8.78,223,136,11.56,High,Yes,Moderate,1,1.67,-0.7799999999999994,22.548028311425682
27,1,4.26,1.21,2.93,4.09,8.65,70,15,6.71,Low,Yes,Mild,0,2.45,-0.6500000000000004,16.431924882629108
22,2,3.66,5.05,2.87,2.03,5.37,192,89,5.38,High,Yes,Severe,1,1.7199999999999998,2.63,52.459016393442624
33,0,10.64,4.3,1.79,3.08,7.91,233,124,13.48,High,No,Moderate,1,2.84,0.08999999999999986,21.898496240601503
29,1,9.39,2.89,3.09,2.71,6.55,95,25,11.41,High,No,Moderate,1,2.0199999999999996,1.4500000000000002,10.117145899893503
27,1,10.01,0.59,2.46,2.52,5.23,230,87,12.87,High,No,Severe,1,2.8599999999999994,2.7699999999999996,22.977022977022976
32,1,8.62,5.76,0.73,5.11,7.11,214,81,9.73,High,Yes,Severe,1,1.1100000000000012,0.8899999999999997,24.825986078886313
29,2,9.24,3.13,0.97,0.78,5.01,146,178,11.21,Low,No,Moderate,1,1.9700000000000006,2.99,15.8008658008658
21,0,3.39,2.68,3.32,1.33,4.54,149,23,4.23,Medium,Yes,Mild,0,0.8400000000000003,3.46,43.95280235988201
28,2,8.38,5.25,3.67,1.62,5.93,149,143,10.66,Medium,No,Moderate,1,2.2799999999999994,2.0700000000000003,17.780429594272075
23,2,3.97,3.64,1.89,1.0,5.63,82,144,6.78,High,No,Mild,0,2.81,2.37,20.65491183879093
25,1,10.31,0.63,0.83,5.68,8.77,197,50,12.85,Medium,No,Severe,1,2.539999999999999,-0.7699999999999996,19.107662463627545
34,1,4.28,2.66,1.33,5.22,7.17,62,142,6.45,Medium,Yes,Moderate,0,2.17,0.8300000000000001,14.485981308411214
22,0,3.19,2.65,0.2,2.17,7.86,222,19,4.49,High,Yes,Mild,0,1.3000000000000003,0.13999999999999968,69.59247648902821
24,0,10.42,3.23,0.46,5.75,5.41,34,180,12.66,Low,Yes,Severe,1,2.24,2.59,3.2629558541266794
24,1,6.43,4.42,3.33,1.6,4.56,34,29,8.74,High,Yes,Moderate,1,2.3100000000000005,3.4400000000000004,5.287713841368585
35,2,6.99,1.13,0.01,5.67,8.34,156,26,7.92,High,Yes,Moderate,1,0.9299999999999997,-0.33999999999999986,22.317596566523605
26,2,3.58,3.49,3.77,4.66,7.31,32,174,5.93,Low,No,Moderate,0,2.3499999999999996,0.6900000000000004,8.938547486033519
32,2,6.75,0.99,3.08,2.67,6.9,184,21,8.53,Low,Yes,Mild,0,1.7799999999999994,1.0999999999999996,27.25925925925926
31,1,7.68,2.42,3.94,4.69,5.86,137,80,10.1,Low,No,Mild,0,2.42,2.1399999999999997,17.838541666666668
20,2,3.33,2.42,2.19,1.67,8.01,82,17,5.99,Medium,No,Moderate,0,2.66,-0.009999999999999787,24.624624624624623
32,0,8.57,2.1,0.56,3.57,8.94,211,93,9.42,Medium,Yes,Severe,1,0.8499999999999996,-0.9399999999999995,24.620770128354724
29,2,8.83,4.67,0.42,4.97,6.42,196,40,10.6,Medium,No,Moderate,1,1.7699999999999996,1.58,22.197055492638732
34,0,7.88,5.77,1.64,1.8,6.95,190,106,8.44,High,No,Moderate,1,0.5599999999999996,1.0499999999999998,24.111675126903553
30,2,4.55,1.37,1.7,2.89,6.82,196,146,5.08,High,Yes,Mild,0,0.5300000000000002,1.1799999999999997,43.07692307692308
30,0,3.77,2.67,3.27,1.43,6.98,184,169,5.96,High,Yes,Mild,0,2.19,1.0199999999999996,48.80636604774536
25,0,10.28,3.61,0.42,2.28,7.3,142,134,11.16,Medium,No,Severe,1,0.8800000000000008,0.7000000000000002,13.813229571984436
18,0,7.94,1.53,2.23,5.78,6.89,101,22,10.75,High,No,Mild,0,2.8099999999999996,1.1100000000000003,12.720403022670025
21,1,11.03,4.79,1.32,3.53,5.35,37,50,13.01,Medium,No,Severe,1,1.9800000000000004,2.6500000000000004,3.3544877606527654
35,2,7.8,0.94,0.46,5.87,6.87,30,29,10.48,Medium,Yes,Mild,0,2.6800000000000006,1.13,3.8461538461538463
23,2,5.36,3.77,2.55,3.38,6.51,233,140,6.73,Medium,Yes,Moderate,0,1.37,1.4900000000000002,43.47014925373134
18,0,9.97,3.74,0.07,1.06,8.45,107,177,10.5,High,No,Moderate,1,0.5299999999999994,-0.4499999999999993,10.732196589769307
26,1,4.54,4.65,0.09,4.14,7.2,58,61,5.45,Low,No,Moderate,1,0.9100000000000001,0.7999999999999998,12.775330396475772
35,2,3.14,1.42,0.17,4.8,6.74,70,20,5.99,Medium,Yes,Mild,0,2.85,1.2599999999999998,22.292993630573246
31,2,4.25,4.36,2.3,2.5,6.61,222,177,5.47,Low,No,Severe,1,1.2199999999999998,1.3899999999999997,52.23529411764706
20,2,10.26,4.69,1.22,5.7,8.82,114,119,12.46,Medium,No,Moderate,1,2.200000000000001,-0.8200000000000003,11.11111111111111
30,0,7.88,3.21,0.83,4.05,5.64,115,71,9.02,High,Yes,Moderate,1,1.1399999999999997,2.3600000000000003,14.593908629441625
31,2,11.07,5.86,2.65,2.8,8.67,151,65,13.24,Medium,Yes,Severe,1,2.17,-0.6699999999999999,13.640469738030713
25,0,8.95,5.6,2.62,5.7,7.33,238,121,11.53,Low,No,Severe,1,2.58,0.6699999999999999,26.592178770949722
34,1,5.82,1.35,3.44,4.96,6.63,154,135,6.33,High,No,Moderate,0,0.5099999999999998,1.37,26.460481099656356
31,0,9.94,3.86,0.87,5.06,5.63,82,125,12.93,High,No,Moderate,1,2.99,2.37,8.24949698189135
18,1,9.87,4.85,1.28,0.83,8.98,28,167,10.81,Medium,No,Severe,1,0.9400000000000013,-0.9800000000000004,2.8368794326241136
18,2,3.46,1.58,0.69,5.92,7.22,70,160,4.07,Medium,No,Moderate,0,0.6100000000000003,0.7800000000000002,20.23121387283237
33,1,11.16,5.14,2.36,1.98,8.05,108,175,14.08,Low,Yes,Moderate,1,2.92,-0.05000000000000071,9.67741935483871
31,2,4.24,3.58,1.4,2.45,7.54,196,177,4.75,Medium,Yes,Moderate,0,0.5099999999999998,0.45999999999999996,46.22641509433962
21,1,5.8,2.39,3.54,1.27,6.59,87,74,8.36,Medium,No,Moderate,0,2.5599999999999996,1.4100000000000001,15.0
21,2,4.01,1.81,1.41,0.66,8.97,62,117,5.4,Medium,No,Moderate,0,1.3900000000000006,-0.9700000000000006,15.46134663341646
31,0,10.56,2.59,0.73,4.17,5.0,33,149,11.97,Low,Yes,Severe,1,1.4100000000000001,3.0,3.125
27,1,6.08,0.94,2.53,2.87,4.68,174,175,6.78,Low,No,Mild,0,0.7000000000000002,3.3200000000000003,28.61842105263158
33,1,8.99,5.58,1.38,2.47,7.9,76,131,11.24,Medium,Yes,Severe,1,2.25,0.09999999999999964,8.453837597330367
35,0,10.61,2.79,0.8,2.93,6.23,235,50,13.22,High,No,Severe,1,2.610000000000001,1.7699999999999996,22.14891611687088
31,2,9.47,4.69,2.99,4.69,5.66,45,59,11.85,Low,No,Moderate,1,2.379999999999999,2.34,4.751847940865892
32,2,6.53,0.58,2.49,0.83,7.07,41,169,9.11,Low,Yes,Mild,0,2.579999999999999,0.9299999999999997,6.278713629402756
28,2,11.55,2.9,1.98,0.83,6.01,202,99,13.85,High,Yes,Moderate,1,2.299999999999999,1.9900000000000002,17.48917748917749
31,2,6.97,4.22,0.4,1.45,7.92,91,73,9.54,High,Yes,Severe,1,2.5699999999999994,0.08000000000000007,13.055954088952655
29,2,10.65,1.0,1.17,1.34,5.15,175,77,12.15,Medium,Yes,Moderate,1,1.5,2.8499999999999996,16.431924882629108
23,2,10.07,1.81,0.99,1.23,6.13,114,128,11.52,Low,Yes,Moderate,1,1.4499999999999993,1.87,11.320754716981131
28,1,5.64,0.63,1.14,1.92,8.53,153,66,7.76,Low,No,Mild,0,2.12,-0.5299999999999994,27.127659574468087
20,0,10.98,4.27,3.42,4.15,7.13,143,45,13.18,Low,No,Moderate,1,2.1999999999999993,0.8700000000000001,13.02367941712204
22,2,9.15,1.13,2.69,3.07,5.07,220,101,11.67,Medium,Yes,Moderate,1,2.5199999999999996,2.9299999999999997,24.043715846994534
21,2,10.58,1.28,2.46,4.59,7.79,145,73,13.13,Low,Yes,Moderate,1,2.5500000000000007,0.20999999999999996,13.705103969754253
35,1,5.22,3.62,0.3,2.27,5.48,137,126,7.67,Low,Yes,Mild,0,2.45,2.5199999999999996,26.24521072796935
34,1,9.14,3.18,1.77,2.11,8.33,209,173,11.74,Low,No,Moderate,1,2.5999999999999996,-0.33000000000000007,22.86652078774617
26,2,5.47,0.78,3.24,1.48,5.09,185,111,7.83,High,Yes,Mild,0,2.3600000000000003,2.91,33.820840950639855
19,1,10.98,4.6,1.24,2.4,4.75,172,95,12.74,Medium,No,Moderate,1,1.7599999999999998,3.25,15.664845173041893
19,1,5.45,3.83,2.88,1.63,6.34,196,132,7.65,Medium,Yes,Moderate,0,2.2,1.6600000000000001,35.96330275229358
31,1,7.88,1.03,0.3,1.84,6.97,53,129,8.81,Low,No,Mild,0,0.9300000000000006,1.0300000000000002,6.725888324873097
25,1,5.53,0.83,2.18,1.38,4.51,80,152,7.67,Low,No,Moderate,0,2.1399999999999997,3.49,14.466546112115731
19,0,9.94,4.57,2.74,0.92,7.89,119,148,10.74,High,No,Moderate,1,0.8000000000000007,0.11000000000000032,11.971830985915494
18,2,5.14,3.61,2.67,0.97,8.72,142,77,7.49,High,Yes,Mild,0,2.3500000000000005,-0.7200000000000006,27.626459143968873
34,0,8.33,2.18,1.94,3.15,4.71,25,105,9.15,Medium,Yes,Moderate,1,0.8200000000000003,3.29,3.0012004801920766
18,1,7.11,2.89,1.08,2.51,8.07,223,151,9.7,Medium,Yes,Mild,0,2.589999999999999,-0.07000000000000028,31.364275668073134
32,0,3.06,2.54,3.06,5.35,7.13,40,174,4.22,High,No,Mild,0,1.1599999999999997,0.8700000000000001,13.071895424836601
29,1,6.78,3.1,2.47,2.39,6.25,49,168,7.75,Medium,No,Mild,0,0.9699999999999998,1.75,7.227138643067846
32,1,7.02,4.26,0.47,4.65,6.75,126,51,9.64,Low,No,Severe,1,2.620000000000001,1.25,17.94871794871795
22,1,9.68,4.71,1.53,4.77,6.95,26,110,11.09,Low,No,Moderate,1,1.4100000000000001,1.0499999999999998,2.6859504132231407
35,1,10.61,3.39,2.99,5.03,4.71,206,50,11.65,High,No,Severe,1,1.040000000000001,3.29,19.415645617342133
27,0,5.67,2.65,1.53,3.22,5.42,75,15,6.91,High,Yes,Moderate,0,1.2400000000000002,2.58,13.227513227513228
31,1,10.01,4.26,0.7,4.19,6.19,95,145,11.08,High,No,Severe,1,1.0700000000000003,1.8099999999999996,9.49050949050949
31,0,5.36,0.65,1.0,2.22,6.92,164,114,7.34,Medium,Yes,Moderate,0,1.9799999999999995,1.08,30.597014925373134
35,2,8.03,5.79,0.01,2.03,5.49,194,169,10.83,Low,No,Moderate,1,2.8000000000000007,2.51,24.159402241594023
20,1,9.89,3.67,0.72,5.74,8.01,200,167,10.67,High,Yes,Severe,1,0.7799999999999994,-0.009999999999999787,20.222446916076844
30,1,5.97,1.73,0.26,5.49,4.72,210,52,7.92,Low,No,Moderate,0,1.9500000000000002,3.2800000000000002,35.175879396984925
34,0,4.41,3.14,2.07,0.61,6.91,134,164,6.84,Medium,Yes,Mild,0,2.4299999999999997,1.0899999999999999,30.38548752834467
32,0,7.73,4.51,3.35,3.36,5.63,167,137,10.47,High,No,Moderate,1,2.74,2.37,21.604139715394567
23,1,11.37,1.24,1.96,1.11,6.96,124,100,14.34,Medium,Yes,Moderate,1,2.9700000000000006,1.04,10.905892700087952
31,1,3.69,1.66,3.2,5.2,8.39,100,119,6.34,Low,No,Moderate,0,2.65,-0.39000000000000057,27.100271002710027
23,1,8.37,5.9,1.47,2.44,8.18,210,121,9.13,High,No,Severe,1,0.7600000000000016,-0.17999999999999972,25.089605734767026
33,2,11.22,3.29,0.35,5.12,5.45,238,166,13.34,High,Yes,Severe,1,2.119999999999999,2.55,21.21212121212121
23,0,9.28,1.13,0.83,5.03,6.75,129,141,10.65,High,Yes,Moderate,1,1.370000000000001,1.25,13.900862068965518
25,2,10.22,4.3,1.69,1.16,8.27,39,135,12.25,High,No,Severe,1,2.0299999999999994,-0.2699999999999996,3.816046966731898
19,2,9.79,0.75,2.76,5.09,5.59,192,56,11.79,High,No,Severe,1,2.0,2.41,19.611848825331972
28,0,7.53,2.38,1.68,5.82,8.4,194,168,10.32,High,Yes,Mild,0,2.79,-0.40000000000000036,25.763612217795483
26,0,11.99,1.7,2.53,1.3,5.95,248,102,12.75,Medium,Yes,Moderate,1,0.7599999999999998,2.05,20.683903252710593
35,2,10.93,0.87,2.96,5.9,8.77,85,141,13.6,Low,Yes,Moderate,1,2.67,-0.7699999999999996,7.77676120768527
24,1,6.65,0.71,2.78,2.67,7.07,86,106,7.8,Low,No,Moderate,1,1.1499999999999995,0.9299999999999997,12.932330827067668
21,2,5.83,1.7,0.21,1.83,8.53,225,135,7.82,High,No,Moderate,0,1.9900000000000002,-0.5299999999999994,38.5934819897084
31,0,9.26,2.18,3.53,3.69,6.59,181,86,12.05,Low,Yes,Moderate,1,2.790000000000001,1.4100000000000001,19.546436285097194
33,2,8.72,5.41,1.31,5.7,8.67,127,117,10.49,Low,Yes,Moderate,1,1.7699999999999996,-0.6699999999999999,14.564220183486237
33,1,4.73,2.86,0.12,4.31,5.04,188,72,7.0,Low,Yes,Mild,0,2.2699999999999996,2.96,39.74630021141649
23,1,8.82,4.54,3.78,1.02,7.28,245,73,11.35,Low,No,Moderate,1,2.5299999999999994,0.7199999999999998,27.77777777777778
25,1,6.9,2.2,0.06,5.4,4.95,222,94,8.13,Low,No,Moderate,1,1.2300000000000004,3.05,32.17391304347826
18,2,4.42,2.04,3.23,4.65,4.53,173,93,6.02,Medium,Yes,Moderate,0,1.5999999999999996,3.4699999999999998,39.14027149321267
34,1,6.83,0.86,1.35,5.94,4.54,225,162,8.04,Medium,No,Moderate,1,1.209999999999999,3.46,32.942898975109806
35,2,8.58,0.86,0.77,0.71,5.9,182,49,9.83,Medium,Yes,Moderate,1,1.25,2.0999999999999996,21.21212121212121
23,2,6.47,0.92,3.61,4.79,4.62,71,96,7.93,High,No,Mild,0,1.46,3.38,10.97372488408037
23,1,3.32,5.76,0.97,2.6,6.22,169,123,5.32,Low,No,Moderate,1,2.0000000000000004,1.7800000000000002,50.90361445783133
35,1,6.45,3.63,0.37,0.86,8.2,220,64,8.47,Low,Yes,Moderate,1,2.0200000000000005,-0.1999999999999993,34.10852713178294
26,2,8.88,5.22,1.18,2.58,7.53,151,63,10.06,Low,Yes,Severe,1,1.1799999999999997,0.46999999999999975,17.004504504504503
34,2,7.85,1.77,0.95,1.65,6.17,208,149,9.3,High,No,Mild,0,1.450000000000001,1.83,26.496815286624205
31,1,9.98,2.49,1.15,2.06,7.77,65,113,12.84,Low,No,Severe,1,2.8599999999999994,0.23000000000000043,6.513026052104208
32,0,5.42,2.37,3.33,3.68,6.06,214,158,7.5,High,No,Mild,0,2.08,1.9400000000000004,39.48339483394834
18,0,5.24,2.85,3.62,5.3,6.4,103,68,6.55,Low,No,Mild,0,1.3099999999999996,1.5999999999999996,19.65648854961832
19,0,5.33,1.19,2.2,1.61,4.67,171,165,6.68,Low,No,Moderate,0,1.3499999999999996,3.33,32.08255159474672
27,1,9.66,3.86,1.61,2.58,8.83,130,130,11.63,High,No,Severe,1,1.9700000000000006,-0.8300000000000001,13.457556935817806
31,1,9.31,3.02,3.41,4.03,8.42,241,125,11.27,Low,No,Severe,1,1.959999999999999,-0.41999999999999993,25.88614393125671
20,0,3.24,4.67,3.19,1.93,8.78,203,129,4.0,Medium,No,Severe,1,0.7599999999999998,-0.7799999999999994,62.654320987654316
31,2,9.55,0.5,1.35,3.49,6.77,25,39,11.01,High,No,Severe,1,1.459999999999999,1.2300000000000004,2.6178010471204187
23,1,4.84,4.32,3.88,2.52,8.49,131,162,6.63,Low,No,Severe,1,1.79,-0.4900000000000002,27.06611570247934
28,2,10.03,2.75,2.83,4.85,5.53,107,94,10.64,High,No,Moderate,1,0.6100000000000012,2.4699999999999998,10.667996011964108
31,1,3.65,5.07,2.15,1.42,5.99,134,46,4.9,Low,Yes,Severe,1,1.2500000000000004,2.01,36.71232876712329
25,2,7.85,5.29,4.0,2.85,5.28,116,92,9.64,Low,No,Moderate,1,1.790000000000001,2.7199999999999998,14.777070063694268
27,2,8.16,4.67,1.63,3.58,4.73,118,65,9.47,Medium,Yes,Moderate,1,1.3100000000000005,3.2699999999999996,14.46078431372549
20,0,3.2,0.94,3.06,2.92,7.1,173,100,3.91,High,Yes,Moderate,0,0.71,0.9000000000000004,54.0625
34,0,10.74,1.31,3.47,4.39,6.57,154,111,13.14,Low,Yes,Severe,1,2.4000000000000004,1.4299999999999997,14.338919925512103
31,2,4.32,5.7,2.99,1.69,5.87,92,69,6.39,Medium,No,Severe,1,2.0699999999999994,2.13,21.296296296296294
25,1,5.09,3.45,2.7,1.33,5.5,132,122,5.81,High,Yes,Mild,0,0.7199999999999998,2.5,25.93320235756385
21,0,10.97,2.16,3.47,3.04,8.49,64,120,13.7,Medium,Yes,Severe,1,2.7299999999999986,-0.4900000000000002,5.834092980856882
35,2,5.82,0.73,2.46,5.5,8.62,174,140,8.35,Medium,No,Mild,0,2.5299999999999994,-0.6199999999999992,29.896907216494842
26,0,9.16,4.08,3.76,5.12,7.71,55,165,10.55,Low,No,Severe,1,1.3900000000000006,0.29000000000000004,6.004366812227074
18,0,11.66,4.81,1.9,3.06,7.01,92,21,12.82,Low,Yes,Severe,1,1.1600000000000001,0.9900000000000002,7.890222984562607
32,2,6.19,2.19,1.78,1.6,4.9,101,135,8.61,High,Yes,Mild,0,2.419999999999999,3.0999999999999996,16.31663974151858
19,2,10.1,4.04,0.19,5.18,7.82,223,119,11.53,Medium,Yes,Moderate,1,1.4299999999999997,0.17999999999999972,22.07920792079208
27,2,9.5,2.39,2.1,5.77,6.0,188,123,10.91,Medium,Yes,Moderate,1,1.4100000000000001,2.0,19.789473684210527
22,1,11.47,2.86,0.13,4.26,8.62,215,18,14.12,Low,No,Severe,1,2.6499999999999986,-0.6199999999999992,18.744551002615516
20,1,3.63,4.55,3.26,3.72,7.89,112,122,4.32,High,No,Severe,1,0.6900000000000004,0.11000000000000032,30.85399449035813
20,0,7.93,4.26,1.27,1.68,8.83,221,85,9.43,Low,No,Severe,1,1.5,-0.8300000000000001,27.868852459016395
32,2,6.83,1.01,2.57,4.06,6.8,191,15,8.03,Medium,No,Moderate,1,1.1999999999999993,1.2000000000000002,27.96486090775988
30,2,7.93,1.31,2.46,4.57,7.7,114,118,9.29,High,No,Mild,0,1.3599999999999994,0.2999999999999998,14.37578814627995
20,0,5.49,1.4,0.93,1.77,7.78,167,62,7.23,Medium,Yes,Mild,0,1.7400000000000002,0.21999999999999975,30.418943533697632
33,1,9.12,3.93,1.69,5.53,4.8,34,105,9.79,Low,No,Severe,1,0.6699999999999999,3.2,3.7280701754385968
27,0,7.36,2.98,0.97,3.53,8.27,84,131,9.69,High,No,Mild,0,2.329999999999999,-0.2699999999999996,11.41304347826087
32,2,5.69,2.16,0.51,1.53,7.23,92,41,6.23,High,Yes,Moderate,0,0.54,0.7699999999999996,16.16871704745167
33,1,8.81,5.11,3.97,3.45,7.86,199,119,10.34,Medium,No,Severe,1,1.5299999999999994,0.13999999999999968,22.587968217934165
24,0,3.81,1.62,1.47,3.28,5.35,56,105,5.6,Low,No,Mild,0,1.7899999999999996,2.6500000000000004,14.698162729658792
35,0,10.33,2.42,3.8,5.65,7.99,113,178,11.25,Low,No,Severe,1,0.9199999999999999,0.009999999999999787,10.939012584704743
19,0,10.28,3.37,2.82,4.23,8.88,63,156,13.23,Medium,No,Moderate,1,2.950000000000001,-0.8800000000000008,6.128404669260701
32,2,6.11,3.91,0.86,1.63,8.34,170,71,7.39,High,Yes,Mild,0,1.2799999999999994,-0.33999999999999986,27.823240589198033
19,1,11.93,5.78,0.26,1.92,6.23,86,47,14.19,Low,No,Moderate,1,2.26,1.7699999999999996,7.208717518860017
29,0,8.17,4.6,0.97,4.7,4.73,170,41,9.1,High,No,Moderate,1,0.9299999999999997,3.2699999999999996,20.807833537331703
24,1,5.66,5.95,1.18,2.71,5.38,41,100,8.37,Medium,No,Moderate,1,2.709999999999999,2.62,7.243816254416961
20,2,5.89,0.71,0.24,2.19,4.55,132,151,6.61,High,Yes,Moderate,0,0.7200000000000006,3.45,22.410865874363328
31,1,6.25,3.52,2.65,2.22,6.55,209,125,7.34,Medium,No,Moderate,1,1.0899999999999999,1.4500000000000002,33.44
35,0,9.68,1.51,2.36,1.28,8.72,239,168,10.85,Low,Yes,Severe,1,1.17,-0.7200000000000006,24.6900826446281
20,1,11.41,5.55,3.21,0.63,8.87,197,112,14.37,Medium,Yes,Moderate,1,2.959999999999999,-0.8699999999999992,17.26555652936021
34,2,8.73,1.38,1.0,4.9,5.06,157,51,10.27,High,Yes,Moderate,1,1.5399999999999991,2.9400000000000004,17.983963344788087
20,2,8.7,3.25,3.71,2.71,7.43,117,173,10.62,Medium,Yes,Moderate,1,1.92,0.5700000000000003,13.448275862068966
24,1,8.68,3.23,3.2,4.4,7.86,22,103,10.6,Low,No,Severe,1,1.92,0.13999999999999968,2.5345622119815667
22,2,7.96,3.01,2.81,1.37,4.64,185,133,10.74,Medium,No,Moderate,1,2.7800000000000002,3.3600000000000003,23.241206030150753
22,2,5.29,1.55,1.85,1.17,7.25,42,90,6.63,High,Yes,Mild,0,1.3399999999999999,0.75,7.939508506616257
34,2,10.96,4.92,0.09,5.61,8.61,152,117,11.5,Medium,Yes,Severe,1,0.5399999999999991,-0.6099999999999994,13.86861313868613
18,2,4.56,5.64,0.73,0.57,8.02,236,91,7.28,Medium,No,Severe,1,2.7200000000000006,-0.019999999999999574,51.75438596491229
28,1,3.37,3.69,1.03,0.96,6.76,206,164,5.13,Medium,No,Mild,0,1.7599999999999998,1.2400000000000002,61.12759643916914
19,0,3.84,2.64,2.51,2.45,8.12,76,146,5.74,High,No,Mild,0,1.9000000000000004,-0.11999999999999922,19.791666666666668
31,1,9.28,5.51,2.45,5.06,4.83,119,28,10.82,Low,Yes,Moderate,1,1.540000000000001,3.17,12.823275862068966
21,1,10.19,5.27,2.22,0.55,5.76,232,165,11.38,Medium,Yes,Moderate,1,1.1900000000000013,2.24,22.767419038272816
34,2,3.15,2.31,3.04,4.52,8.36,153,165,5.64,Medium,Yes,Moderate,0,2.4899999999999998,-0.35999999999999943,48.57142857142857
27,1,5.77,3.74,3.01,1.93,8.14,207,27,8.66,Low,No,Mild,0,2.8900000000000006,-0.14000000000000057,35.875216637781634
35,2,5.15,2.47,0.37,4.54,6.63,183,29,7.7,Medium,Yes,Moderate,0,2.55,1.37,35.53398058252427
30,2,7.44,4.94,1.02,3.31,6.83,228,175,9.26,Medium,No,Severe,1,1.8199999999999994,1.17,30.64516129032258
22,2,8.34,1.42,3.1,5.67,6.91,67,55,10.15,Low,Yes,Moderate,1,1.8100000000000005,1.0899999999999999,8.03357314148681
24,0,4.39,2.55,0.17,5.44,6.81,129,152,6.71,High,No,Mild,0,2.3200000000000003,1.1900000000000004,29.384965831435082
33,0,7.52,3.86,1.6,2.28,6.98,142,83,9.86,High,No,Moderate,1,2.34,1.0199999999999996,18.882978723404257
22,2,3.71,2.47,0.8,5.66,5.95,108,99,5.71,Low,No,Mild,0,2.0,2.05,29.110512129380055
32,0,11.69,0.98,2.74,4.38,5.81,154,113,13.9,Low,No,Severe,1,2.210000000000001,2.1900000000000004,13.173652694610778
21,1,10.55,4.09,3.16,3.9,6.41,105,72,11.72,Medium,No,Severe,1,1.17,1.5899999999999999,9.95260663507109
29,2,10.01,2.9,3.55,3.86,6.48,173,124,11.1,High,Yes,Moderate,1,1.0899999999999999,1.5199999999999996,17.282717282717282
24,2,6.16,3.27,0.73,5.09,6.28,69,24,6.87,High,No,Moderate,1,0.71,1.7199999999999998,11.2012987012987
22,0,4.55,2.04,0.51,2.04,6.94,210,70,5.81,High,Yes,Mild,0,1.2599999999999998,1.0599999999999996,46.15384615384615
31,1,7.98,3.62,2.08,1.9,7.45,32,36,10.49,High,Yes,Moderate,1,2.51,0.5499999999999998,4.010025062656641
24,2,4.77,2.15,0.02,5.11,6.0,76,127,7.14,Medium,No,Mild,0,2.37,2.0,15.932914046121594
33,0,3.94,2.4,1.04,2.79,4.57,82,164,4.83,Medium,Yes,Mild,0,0.8900000000000001,3.4299999999999997,20.81218274111675
26,2,11.38,5.04,1.61,4.35,6.73,32,176,12.71,Low,No,Severe,1,1.33,1.2699999999999996,2.8119507908611596
20,1,3.96,4.3,2.84,5.02,6.07,133,175,6.77,Low,No,Moderate,1,2.8099999999999996,1.9299999999999997,33.58585858585859
20,0,10.92,5.72,3.88,4.47,8.32,186,70,12.81,Low,No,Severe,1,1.8900000000000006,-0.3200000000000003,17.032967032967033
28,2,7.94,0.99,0.63,1.5,5.67,175,109,9.43,High,No,Moderate,1,1.4899999999999993,2.33,22.040302267002517
30,0,3.02,3.59,3.11,0.62,6.66,107,36,5.19,High,Yes,Moderate,0,2.1700000000000004,1.3399999999999999,35.43046357615894
33,2,6.37,0.88,2.29,4.28,5.85,223,93,8.38,Low,No,Mild,0,2.0100000000000007,2.1500000000000004,35.00784929356358
21,0,6.86,2.02,2.17,3.36,7.53,82,147,9.31,Medium,No,Moderate,1,2.45,0.46999999999999975,11.9533527696793
32,2,6.91,2.59,1.28,5.44,6.67,112,98,8.17,High,No,Mild,0,1.2599999999999998,1.33,16.208393632416787
27,2,5.0,4.71,2.15,4.11,4.96,240,120,7.5,Low,Yes,Moderate,1,2.5,3.04,48.0
26,2,9.91,5.22,0.22,2.73,8.77,81,91,12.57,Medium,Yes,Severe,1,2.66,-0.7699999999999996,8.173562058526741
32,1,7.2,5.97,2.66,1.1,8.77,184,79,8.86,Low,No,Severe,1,1.6599999999999993,-0.7699999999999996,25.555555555555554
20,1,10.37,4.13,2.78,3.16,5.28,113,134,13.27,Medium,No,Severe,1,2.9000000000000004,2.7199999999999998,10.896817743490839
25,2,6.08,4.06,2.92,3.18,4.93,156,99,8.77,Medium,No,Moderate,1,2.6899999999999995,3.0700000000000003,25.657894736842106
28,0,4.36,5.23,2.15,5.82,6.07,24,164,6.82,Medium,No,Severe,1,2.46,1.9299999999999997,5.504587155963303
29,1,11.35,1.04,1.64,0.74,8.04,155,82,13.42,Low,Yes,Severe,1,2.0700000000000003,-0.03999999999999915,13.656387665198238
25,2,4.92,4.55,3.15,4.01,6.5,96,19,6.58,Medium,No,Severe,1,1.6600000000000001,1.5,19.51219512195122
21,2,5.29,5.88,2.68,3.19,8.14,230,77,8.23,Low,No,Severe,1,2.9400000000000004,-0.14000000000000057,43.47826086956522
28,2,11.95,3.35,0.87,5.66,6.18,216,118,12.54,Medium,Yes,Moderate,1,0.5899999999999999,1.8200000000000003,18.075313807531384
30,2,3.91,0.93,1.39,4.23,7.47,30,41,5.51,Low,No,Mild,0,1.5999999999999996,0.5300000000000002,7.672634271099744
26,2,8.17,3.19,1.73,3.79,8.75,100,95,10.37,Medium,Yes,Moderate,1,2.1999999999999993,-0.75,12.239902080783354
29,0,8.2,4.79,2.66,4.74,8.66,128,128,9.7,Low,No,Moderate,1,1.5,-0.6600000000000001,15.609756097560977
33,2,12.0,2.52,2.7,2.46,6.87,124,26,13.72,Medium,Yes,Moderate,1,1.7200000000000006,1.13,10.333333333333334
